qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
SYM_FRATT	BP	0006431	methionyl-tRNA aminoacylation	10.5900606236	0.777215260843	1
SYM_FRATT	CC	0005737	cytoplasm	1.56025086958	0.486069323463	1
SYM_FRATT	MF	0000049	tRNA binding	6.92618686	0.686832273718	2
SYM_FRATT	MF	0005524	ATP binding	2.89111074514	0.551587430794	9
SYM_FRATT	MF	0046872	metal ion binding	2.54554889042	0.536363352904	18
UGPB_ECOLI	BP	0055085	transmembrane transport	2.89933136285	0.551938182925	1
UGPB_ECOLI	CC	0042597	periplasmic space	0.648968835561	0.421671090099	1
UGPB_ECOLI	CC	0030313	cell envelope	0.0812582325415	0.346090464687	3
UGPB_ECOLI	BP	0015748	organophosphate ester transport	0.133146138697	0.357682311841	7
UGPB_ECOLI	BP	1901264	carbohydrate derivative transport	0.117657524133	0.354505404201	8
UGPB_ECOLI	BP	0015711	organic anion transport	0.0888046034315	0.34796974701	10
SYC_NITOC	MF	0004817	cysteine-tRNA ligase activity	10.9089179959	0.784276015314	1
SYC_NITOC	BP	0006423	cysteinyl-tRNA aminoacylation	10.7051045315	0.77977488572	1
SYC_NITOC	CC	0005737	cytoplasm	1.52545942936	0.4840357805	1
SYC_NITOC	MF	0008270	zinc ion binding	4.74468523828	0.620978972848	6
SYC_NITOC	MF	0005524	ATP binding	2.87694156346	0.550981696559	9
YHIM_ECOLI	CC	0016021	integral component of membrane	0.821458479506	0.436301071355	1
GLNA1_RHIME	BP	0006542	glutamine biosynthetic process	9.63252668605	0.755347251654	1
GLNA1_RHIME	MF	0004356	glutamate-ammonia ligase activity	9.54138671309	0.753210242612	1
GLNA1_RHIME	CC	0005737	cytoplasm	1.29076946039	0.469664675504	1
GLNA1_RHIME	MF	0005524	ATP binding	2.4031102035	0.52978857933	6
GLNA1_RHIME	MF	0046872	metal ion binding	0.0155527286444	0.322807976146	24
GLNA1_RHIME	BP	0009399	nitrogen fixation	0.0579037147078	0.339639752909	27
RNG_ECOLI	MF	0004540	ribonuclease activity	6.69279960123	0.680338871397	1
RNG_ECOLI	BP	0090501	RNA phosphodiester bond hydrolysis	6.442210257	0.673239518284	1
RNG_ECOLI	CC	0005856	cytoskeleton	0.107639653944	0.352337916933	1
RNG_ECOLI	BP	0006396	RNA processing	4.42424894585	0.610112209146	3
RNG_ECOLI	MF	0003723	RNA binding	3.14657780445	0.562264410807	5
RNG_ECOLI	CC	0005737	cytoplasm	0.0244863552195	0.32742106526	6
RNG_ECOLI	MF	0004519	endonuclease activity	0.0932372157623	0.349036485533	13
RNG_ECOLI	MF	0046872	metal ion binding	0.0414680166246	0.334268088427	14
RNG_ECOLI	MF	0005515	protein binding	0.0265423044498	0.328355706847	16
RNG_ECOLI	BP	0007049	cell cycle	0.0974286862628	0.350022101558	19
RNG_ECOLI	BP	0051301	cell division	0.0961984631585	0.349735053533	20
RNG_ECOLI	BP	0016072	rRNA metabolic process	0.0349112694384	0.3318299777	22
RNG_ECOLI	BP	0042254	ribosome biogenesis	0.0321851664761	0.330749206365	23
SYM_XANCP	MF	0004825	methionine-tRNA ligase activity	10.974969632	0.785725699677	1
SYM_XANCP	BP	0006431	methionyl-tRNA aminoacylation	10.7591322122	0.780972206616	1
SYM_XANCP	CC	0005737	cytoplasm	1.56199734782	0.486170803613	1
SYM_XANCP	MF	0000049	tRNA binding	7.03389459033	0.689792042249	2
SYM_XANCP	MF	0005524	ATP binding	2.9372676751	0.553550420705	9
SYM_XANCP	MF	0046872	metal ion binding	2.36723191892	0.528101981271	21
CHEB5_ANADE	BP	0018277	protein deamination	11.3944944444	0.794833228981	1
CHEB5_ANADE	MF	0050568	protein-glutamine glutaminase activity	10.9025234075	0.784135435801	1
CHEB5_ANADE	CC	0005737	cytoplasm	1.50250304486	0.482681268101	1
CHEB5_ANADE	BP	0006482	protein demethylation	11.034350717	0.787025261148	2
CHEB5_ANADE	MF	0008984	protein-glutamate methylesterase activity	10.7693745102	0.781198849499	2
CHEB5_ANADE	MF	0000156	phosphorelay response regulator activity	10.1337355072	0.766922837004	4
CHEB5_ANADE	BP	0006935	chemotaxis	7.34924302905	0.698329755927	5
CHEB5_ANADE	BP	0000160	phosphorelay signal transduction system	4.9081796717	0.626382060963	10
CHEB5_ANADE	MF	0008168	methyltransferase activity	0.0234295832206	0.326925364794	13
CHEB5_ANADE	BP	0032259	methylation	0.0223552772677	0.326409841198	34
SYFB_VIBVU	MF	0004826	phenylalanine-tRNA ligase activity	10.0699083404	0.765464886181	1
SYFB_VIBVU	BP	0006432	phenylalanyl-tRNA aminoacylation	10.0449454367	0.764893422855	1
SYFB_VIBVU	CC	0005737	cytoplasm	1.58262473916	0.487365105263	1
SYFB_VIBVU	MF	0000049	tRNA binding	7.02859667753	0.689646989722	2
SYFB_VIBVU	MF	0000287	magnesium ion binding	5.5816980505	0.647743966959	6
SYFB_VIBVU	CC	1902494	catalytic complex	0.0250982543963	0.327703206328	7
SYFB_VIBVU	MF	0005524	ATP binding	2.95947911073	0.554489544358	10
IF2_FRATT	MF	0003743	translation initiation factor activity	8.50532696188	0.728159736634	1
IF2_FRATT	BP	0006413	translational initiation	8.07827670832	0.717391932284	1
IF2_FRATT	CC	0005737	cytoplasm	1.54373971096	0.485107112043	1
IF2_FRATT	MF	0003924	GTPase activity	6.69314127645	0.680348459676	5
IF2_FRATT	MF	0005525	GTP binding	5.6968233269	0.651263636399	6
IF2_FRATT	MF	0016779	nucleotidyltransferase activity	0.0347983424848	0.331786063696	34
YJEO_ECOLI	CC	0016021	integral component of membrane	0.821498897498	0.436304308881	1
YJEO_ECOLI	CC	0005886	plasma membrane	0.0509799205823	0.337484321021	5
YQJE_ECOLI	CC	0016021	integral component of membrane	0.688778172247	0.42520534327	1
YQJE_ECOLI	MF	0043022	ribosome binding	0.0751253183639	0.344497865421	1
YQJE_ECOLI	CC	0005886	plasma membrane	0.0705884405595	0.343277440504	5
PHOE_KLEPN	CC	0046930	pore complex	10.2370105122	0.769272171044	1
PHOE_KLEPN	MF	0015288	porin activity	9.74899794619	0.758063555725	1
PHOE_KLEPN	BP	0034220	ion transmembrane transport	4.23043184384	0.603347557802	1
PHOE_KLEPN	CC	0009279	cell outer membrane	6.49424681681	0.674724952414	2
MOTA_RHIME	CC	0016021	integral component of membrane	0.745619059448	0.430079090981	1
TREF_ECOLI	BP	0071474	cellular hyperosmotic response	13.11671366	0.830570895526	1
TREF_ECOLI	MF	0004555	alpha,alpha-trehalase activity	12.6320886108	0.82076475317	1
TREF_ECOLI	CC	0005737	cytoplasm	1.55777589487	0.485925416271	1
TREF_ECOLI	BP	0005993	trehalose catabolic process	11.6742110886	0.800812748627	3
SYGB_SYNY3	MF	0004820	glycine-tRNA ligase activity	10.6695819853	0.77898601474	1
SYGB_SYNY3	BP	0006426	glycyl-tRNA aminoacylation	10.4504527874	0.77409036434	1
SYGB_SYNY3	CC	0005737	cytoplasm	1.59714408383	0.488201097014	1
SYGB_SYNY3	MF	0004814	arginine-tRNA ligase activity	6.36706845217	0.67108389547	4
SYGB_SYNY3	BP	0006420	arginyl-tRNA aminoacylation	6.23122749126	0.667154436374	5
SYGB_SYNY3	MF	0005524	ATP binding	2.95947306445	0.554489289195	8
NANH_BACFR	MF	0004308	exo-alpha-sialidase activity	9.61575726503	0.754954811245	1
NANH_BACFR	BP	0009405	pathogenesis	7.49405754041	0.702189012284	1
NANH_BACFR	CC	0042597	periplasmic space	0.0447244149187	0.335407110393	1
NANH_BACFR	CC	0043231	intracellular membrane-bounded organelle	0.0154028969538	0.322720540852	2
NANH_BACFR	BP	0006689	ganglioside catabolic process	0.0809742106707	0.346018065329	4
NANH_BACFR	CC	0005737	cytoplasm	0.0080496431578	0.317727315483	8
NANH_BACFR	CC	0016020	membrane	0.00345954296108	0.313240356118	11
NANH_BACFR	BP	0009313	oligosaccharide catabolic process	0.0611271908058	0.340599122675	12
SYR_ERWCT	MF	0004814	arginine-tRNA ligase activity	10.4099702979	0.773180330632	1
SYR_ERWCT	BP	0006420	arginyl-tRNA aminoacylation	10.1878743084	0.76815588955	1
SYR_ERWCT	CC	0005737	cytoplasm	1.55407848377	0.485710217492	1
SYR_ERWCT	MF	0005524	ATP binding	2.88906996991	0.551500279048	7
METK_YERPE	MF	0004478	methionine adenosyltransferase activity	11.0037262537	0.786355479317	1
METK_YERPE	BP	0006556	S-adenosylmethionine biosynthetic process	10.7285603218	0.780295065584	1
METK_YERPE	CC	0005737	cytoplasm	1.51214033182	0.483251155419	1
METK_YERPE	BP	0006730	one-carbon metabolic process	7.95788578244	0.714305205371	3
METK_YERPE	MF	0000287	magnesium ion binding	5.28461619956	0.638490015908	3
METK_YERPE	MF	0005524	ATP binding	2.91471519804	0.55259323732	4
PIC_SHIFL	MF	0004252	serine-type endopeptidase activity	6.45782579745	0.673685907049	1
PIC_SHIFL	CC	0019867	outer membrane	5.03357404544	0.630465318816	1
PIC_SHIFL	BP	0006508	proteolysis	4.37338440397	0.608351508023	1
PIC_SHIFL	CC	0009986	cell surface	0.934747552262	0.445082762597	2
PIC_SHIFL	CC	0042597	periplasmic space	0.677868098578	0.424247146503	3
PIC_SHIFL	CC	0044462	external encapsulating structure part	0.623857005053	0.419385666898	5
PIC_SHIFL	CC	0005576	extracellular region	0.60251451421	0.417406865823	7
PIC_SHIFL	BP	0009405	pathogenesis	0.822220051357	0.436362060714	8
PIC_SHIFL	CC	0030313	cell envelope	0.591033363535	0.416327864105	9
PIC_SHIFL	CC	0016021	integral component of membrane	0.517438510791	0.409147004842	10
SYN_XANAC	MF	0004816	asparagine-tRNA ligase activity	12.0567202738	0.808874886127	1
SYN_XANAC	BP	0006421	asparaginyl-tRNA aminoacylation	11.8690891517	0.804936425453	1
SYN_XANAC	CC	0005737	cytoplasm	1.53508407017	0.48460063606	1
SYN_XANAC	MF	0005524	ATP binding	2.91574889105	0.552637190635	7
SYN_XANAC	MF	0003676	nucleic acid binding	1.89699869503	0.504686247945	20
RTX32_ACTPL	BP	0009405	pathogenesis	8.52792081483	0.728721810354	1
RTX32_ACTPL	MF	0005509	calcium ion binding	7.48719941693	0.702007091297	1
RTX32_ACTPL	CC	0005576	extracellular region	6.24917387807	0.667676008626	1
RTX32_ACTPL	CC	0020002	host cell plasma membrane	1.15451957727	0.460715327543	2
RTX32_ACTPL	MF	0090729	toxin activity	1.77246294684	0.49801039084	4
RTX32_ACTPL	BP	0019835	cytolysis	1.72540517063	0.495426993969	4
RTX32_ACTPL	BP	0031640	killing of cells of other organism	0.623943184338	0.419393587934	7
RTX32_ACTPL	CC	0016021	integral component of membrane	0.133550963824	0.357762795934	7
RTX32_ACTPL	BP	0071281	cellular response to iron ion	0.450374695085	0.402143664296	10
RTX32_ACTPL	BP	0044764	multi-organism cellular process	0.368226110322	0.392809737333	13
EFTS_XANAC	MF	0003746	translation elongation factor activity	7.87227638233	0.712096020918	1
EFTS_XANAC	BP	0006414	translational elongation	7.46991592617	0.701548253452	1
EFTS_XANAC	CC	0005737	cytoplasm	1.58509848003	0.48750780798	1
HYCC_ECOLI	BP	0042773	ATP synthesis coupled electron transport	6.35666093238	0.670784330044	1
HYCC_ECOLI	MF	0008137	NADH dehydrogenase (ubiquinone) activity	6.28961699786	0.668848660235	1
HYCC_ECOLI	CC	0016021	integral component of membrane	0.722460998331	0.428116668754	1
HYCC_ECOLI	CC	0009375	ferredoxin hydrogenase complex	0.0650606734216	0.34173615504	5
HYCC_ECOLI	MF	0016829	lyase activity	3.8420904893	0.589310167544	6
HYCC_ECOLI	CC	0005886	plasma membrane	0.0145734436922	0.32222861935	8
HYCC_ECOLI	MF	0016699	oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor	0.0595813570898	0.340142293024	9
CATA_BRUME	MF	0004096	catalase activity	10.1557449615	0.767424515509	1
CATA_BRUME	BP	0042744	hydrogen peroxide catabolic process	9.78645588623	0.758933685351	1
CATA_BRUME	CC	0042597	periplasmic space	0.165324550111	0.363738496788	1
CATA_BRUME	MF	0020037	heme binding	4.92828820573	0.627040344005	5
CATA_BRUME	BP	0006979	response to oxidative stress	7.43863454358	0.700716451208	6
CATA_BRUME	BP	0098869	cellular oxidant detoxification	6.76550959518	0.682373813516	9
CATA_BRUME	MF	0046872	metal ion binding	2.47374967485	0.533072860351	9
CATA_BRUME	BP	0055114	oxidation-reduction process	2.39221509227	0.529277751522	23
LEU3_LEPIN	MF	0003862	3-isopropylmalate dehydrogenase activity	11.6175541644	0.799607424829	1
LEU3_LEPIN	BP	0009098	leucine biosynthetic process	9.03687365223	0.741191430254	1
LEU3_LEPIN	CC	0005737	cytoplasm	1.58368111669	0.48742605816	1
LEU3_LEPIN	MF	0051287	NAD binding	5.7270928237	0.652183132088	4
LEU3_LEPIN	MF	0000287	magnesium ion binding	4.70300336345	0.619586659025	5
LEU3_LEPIN	BP	0055114	oxidation-reduction process	2.5000886387	0.534285428051	16
VIRB7_AGRTU	BP	0009405	pathogenesis	8.53376816155	0.728867155141	1
VIRB7_AGRTU	CC	0009279	cell outer membrane	6.47690978354	0.67423071326	1
VIRB7_AGRTU	BP	0030255	protein secretion by the type IV secretion system	3.79205719497	0.587450939033	4
VIRB7_AGRTU	CC	0043684	type IV secretion system complex	4.23976554644	0.603676832892	7
SYS_DESVH	MF	0004828	serine-tRNA ligase activity	10.9399447368	0.784957527254	1
SYS_DESVH	BP	0006434	seryl-tRNA aminoacylation	10.6898021937	0.779435218034	1
SYS_DESVH	CC	0005737	cytoplasm	1.54551672983	0.485210916666	1
SYS_DESVH	BP	0016260	selenocysteine biosynthetic process	10.6698565802	0.77899211787	2
SYS_DESVH	BP	0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	10.3867282741	0.77265705751	4
SYS_DESVH	MF	0005524	ATP binding	2.88927519137	0.551509044467	7
UBIA_ECOLI	MF	0008412	4-hydroxybenzoate octaprenyltransferase activity	12.9747362647	0.827717096908	1
UBIA_ECOLI	BP	0006744	ubiquinone biosynthetic process	9.4349813291	0.750702341654	1
UBIA_ECOLI	CC	0005886	plasma membrane	2.87462093826	0.550882347511	1
UBIA_ECOLI	CC	0016021	integral component of membrane	0.768107829336	0.431955837156	5
UBIA_ECOLI	MF	0047293	4-hydroxybenzoate nonaprenyltransferase activity	2.14237264751	0.517227005866	6
UBIA_ECOLI	MF	0002083	4-hydroxybenzoate decaprenyltransferase activity	2.14211787504	0.51721436856	7
SYL_VIBCH	MF	0004823	leucine-tRNA ligase activity	10.696890786	0.779592594506	1
SYL_VIBCH	BP	0006429	leucyl-tRNA aminoacylation	10.4270028693	0.773563432754	1
SYL_VIBCH	CC	0005737	cytoplasm	1.52304213065	0.483893633152	1
SYL_VIBCH	MF	0002161	aminoacyl-tRNA editing activity	7.99729736931	0.715318241593	2
SYL_VIBCH	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	7.78783779328	0.709905251335	2
SYL_VIBCH	MF	0005524	ATP binding	2.84840635728	0.549757269157	10
SECG_ECOLI	MF	0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	9.7058205732	0.757058489892	1
SECG_ECOLI	BP	0009306	protein secretion	7.67453315243	0.706946801646	1
SECG_ECOLI	CC	0005886	plasma membrane	2.88906078846	0.551499886883	1
SECG_ECOLI	BP	0071806	protein transmembrane transport	7.56847188848	0.704157626744	5
SECG_ECOLI	CC	0016021	integral component of membrane	0.821539771334	0.436307582839	5
SECG_ECOLI	CC	0031522	cell envelope Sec protein transport complex	0.0966862469676	0.349849086505	9
SECG_ECOLI	MF	0005515	protein binding	0.0257105933595	0.327982127657	11
SECG_ECOLI	BP	0032978	protein insertion into membrane from inner side	0.0804344405181	0.345880122958	22
SECG_ECOLI	BP	0006614	SRP-dependent cotranslational protein targeting to membrane	0.04473422197	0.335410476896	26
SYM_WIGBR	MF	0004825	methionine-tRNA ligase activity	10.7867167575	0.781582355374	1
SYM_WIGBR	BP	0006431	methionyl-tRNA aminoacylation	10.5487000213	0.776291628952	1
SYM_WIGBR	CC	0005737	cytoplasm	1.52117994848	0.483784052057	1
SYM_WIGBR	MF	0000049	tRNA binding	5.09670949553	0.632501967905	5
SYM_WIGBR	CC	0016021	integral component of membrane	0.00260929291311	0.312116995811	6
SYM_WIGBR	MF	0005524	ATP binding	2.87981920623	0.551104836636	8
SYM_WIGBR	MF	0046872	metal ion binding	2.23164368855	0.521609735031	21
SYH_AZOSE	MF	0004821	histidine-tRNA ligase activity	11.2464856493	0.791639530951	1
SYH_AZOSE	BP	0006427	histidyl-tRNA aminoacylation	11.0519878161	0.787410577061	1
SYH_AZOSE	CC	0005737	cytoplasm	1.59714073877	0.488200904851	1
SYH_AZOSE	MF	0005524	ATP binding	2.94498442219	0.553877094398	7
TRKH_ECOLI	MF	0015379	potassium:chloride symporter activity	11.3107334974	0.793028420999	1
TRKH_ECOLI	BP	0071805	potassium ion transmembrane transport	8.10125891105	0.717978556995	1
TRKH_ECOLI	CC	0005886	plasma membrane	2.70204606843	0.543378330274	1
TRKH_ECOLI	CC	0016021	integral component of membrane	0.775838395763	0.432594612597	4
TRKH_ECOLI	MF	0046872	metal ion binding	2.45977129935	0.532426714935	21
TRKH_ECOLI	MF	0005267	potassium channel activity	0.158481934937	0.362503814524	27
SYR_LEPIC	MF	0004814	arginine-tRNA ligase activity	9.81771123401	0.759658458164	1
SYR_LEPIC	BP	0006420	arginyl-tRNA aminoacylation	9.60825105025	0.754779038862	1
SYR_LEPIC	CC	0005737	cytoplasm	1.4258666492	0.478082823831	1
SYR_LEPIC	MF	0005524	ATP binding	2.72470082889	0.544376816909	7
IF3_GLOVI	MF	0003743	translation initiation factor activity	8.56041948101	0.72952898481	1
IF3_GLOVI	BP	0006413	translational initiation	8.1306030464	0.718726362991	1
IF3_GLOVI	CC	0005737	cytoplasm	1.5919068742	0.487899989916	1
IF3_GLOVI	CC	0016020	membrane	0.00864313431346	0.318199020204	8
IF3_GLOVI	MF	0043022	ribosome binding	0.116318920573	0.354221272754	10
IF3_GLOVI	BP	0032790	ribosome disassembly	0.197036854847	0.369152586389	27
SYE_BRAJA	MF	0004818	glutamate-tRNA ligase activity	10.9104726766	0.784310187401	1
SYE_BRAJA	BP	0006424	glutamyl-tRNA aminoacylation	10.3801864904	0.772509669615	1
SYE_BRAJA	CC	0005737	cytoplasm	1.57415170867	0.48687547431	1
SYE_BRAJA	MF	0000049	tRNA binding	6.54379790006	0.676133914551	2
SYE_BRAJA	MF	0008270	zinc ion binding	4.7314053181	0.620536045406	7
SYE_BRAJA	MF	0005524	ATP binding	2.92395524495	0.552985854183	11
SYS_BORGA	MF	0004828	serine-tRNA ligase activity	11.0336276311	0.787009457393	1
SYS_BORGA	BP	0006434	seryl-tRNA aminoacylation	10.8220131551	0.782361947646	1
SYS_BORGA	CC	0005737	cytoplasm	1.02805851846	0.451922956318	1
SYS_BORGA	BP	0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	6.43599647743	0.673061739563	2
SYS_BORGA	BP	0016260	selenocysteine biosynthetic process	6.33467109825	0.670150576893	6
SYS_BORGA	MF	0005524	ATP binding	2.92500960851	0.553030615464	7
SYS_BORGA	CC	0043231	intracellular membrane-bounded organelle	0.211418498421	0.371463348171	9
SYS_BORGA	BP	0048481	plant ovule development	1.192739429	0.463276710431	53
AMCY_PARDE	MF	0005507	copper ion binding	7.59728407822	0.704917246146	1
AMCY_PARDE	BP	0022900	electron transport chain	4.00327471102	0.595218847691	1
AMCY_PARDE	CC	0042597	periplasmic space	0.322289325854	0.387130811888	1
AMCY_PARDE	MF	0009055	electron transfer activity	4.40364817009	0.609400329038	2
AMCY_PARDE	CC	0016021	integral component of membrane	0.0649941475356	0.34171721508	2
AMCY_PARDE	BP	0006807	nitrogen compound metabolic process	0.00659904192414	0.316495247553	7
AMCY_PARDE	MF	0005509	calcium ion binding	0.101583855894	0.350978466884	10
AMCY_PARDE	MF	0050421	nitrite reductase (NO-forming) activity	0.0764306083286	0.344842117191	11
AMCY_PARDE	MF	0051213	dioxygenase activity	0.0383325355591	0.333128267279	15
SYM_CHLMU	MF	0004825	methionine-tRNA ligase activity	10.9375097687	0.784904077402	1
SYM_CHLMU	BP	0006431	methionyl-tRNA aminoacylation	10.5952894745	0.777331898842	1
SYM_CHLMU	CC	0005737	cytoplasm	1.13866141413	0.459640130827	1
SYM_CHLMU	MF	0005524	ATP binding	2.92813662793	0.553163320537	7
SYM_CHLMU	CC	0032991	protein-containing complex	0.00632589572278	0.316248554566	9
SYM_CHLMU	CC	0016021	integral component of membrane	0.00219773902886	0.311506983168	10
SYM_CHLMU	MF	0000049	tRNA binding	2.75891079726	0.545876754052	12
SYM_CHLMU	MF	0046872	metal ion binding	1.74860416496	0.496704925859	21
SYM_CHLMU	MF	0016409	palmitoyltransferase activity	0.0310358467661	0.330279874879	30
SYM_CHLMU	MF	0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	0.0242056559314	0.327290458433	32
SYM_CHLMU	BP	0046686	response to cadmium ion	0.0374027352898	0.332781370412	43
SYM_CHLMU	BP	0055114	oxidation-reduction process	0.0068592008863	0.316725506503	48
RF1_BORGA	MF	0016149	translation release factor activity, codon specific	9.75744315873	0.758259879634	1
RF1_BORGA	BP	0006415	translational termination	9.04567122825	0.741403845108	1
RF1_BORGA	CC	0005737	cytoplasm	1.48779935303	0.481808252975	1
RF1_BORGA	CC	0019866	organelle inner membrane	0.0368127260975	0.332559005309	9
RF1_BORGA	CC	0043231	intracellular membrane-bounded organelle	0.0231252580127	0.326780551164	19
RF1_BORGA	BP	0032543	mitochondrial translation	0.0899279255661	0.348242554494	34
SIPB_SALTY	BP	0009405	pathogenesis	7.73274291864	0.70846939986	1
SIPB_SALTY	CC	0005576	extracellular region	5.6664755809	0.650339308139	1
SIPB_SALTY	MF	0005515	protein binding	0.0336098104184	0.331319484921	1
SIPB_SALTY	CC	0016021	integral component of membrane	0.742440988187	0.429811602386	2
SIPB_SALTY	BP	0034067	protein localization to Golgi apparatus	0.0934010337787	0.349075418096	4
SIPB_SALTY	CC	0020002	host cell plasma membrane	0.138039596819	0.358647143959	6
DHM2_PARDE	BP	0015946	methanol oxidation	18.1325113553	0.868515277966	1
DHM2_PARDE	MF	0052930	methanol ferricytochrome-c oxidoreductase activity	16.4593359158	0.85927736178	1
DHM2_PARDE	CC	0042597	periplasmic space	0.104489806121	0.351635730122	1
DHM2_PARDE	MF	0052931	ethanol cytochrome-c oxidoreductase activity	16.4593359158	0.85927736178	2
DHM2_PARDE	MF	0052932	2-chloroethanol cytochrome-c oxidoreductase activity	16.4593359158	0.85927736178	3
DHM2_PARDE	MF	0004022	alcohol dehydrogenase (NAD) activity	11.5037473584	0.797177375833	6
DHM2_PARDE	MF	0018468	alcohol dehydrogenase (acceptor) activity	0.102291941966	0.351139477863	11
SYD_SALCH	MF	0004815	aspartate-tRNA ligase activity	10.9463490947	0.785098080572	1
SYD_SALCH	BP	0006422	aspartyl-tRNA aminoacylation	10.730742514	0.780343431208	1
SYD_SALCH	CC	0005737	cytoplasm	1.56101838338	0.486113927298	1
SYD_SALCH	MF	0005524	ATP binding	2.89253293143	0.551648147381	7
SYD_SALCH	MF	0003676	nucleic acid binding	1.68694562034	0.493289347503	20
SYD_SALCH	MF	0050560	aspartate-tRNA(Asn) ligase activity	0.0613110110031	0.340653059639	26
METK_RALEJ	MF	0004478	methionine adenosyltransferase activity	10.6356521236	0.778231286346	1
METK_RALEJ	BP	0006556	S-adenosylmethionine biosynthetic process	10.3661805521	0.772193956355	1
METK_RALEJ	CC	0005737	cytoplasm	1.51585560678	0.483470367768	1
METK_RALEJ	BP	0006730	one-carbon metabolic process	7.84967369475	0.71151074776	3
METK_RALEJ	MF	0000287	magnesium ion binding	5.29760031342	0.638899819437	3
METK_RALEJ	MF	0005524	ATP binding	2.81721811057	0.548411965471	4
SYFB_CHLAB	MF	0004826	phenylalanine-tRNA ligase activity	10.0196063883	0.764312621964	1
SYFB_CHLAB	BP	0006432	phenylalanyl-tRNA aminoacylation	9.92892204739	0.76222798896	1
SYFB_CHLAB	CC	0005737	cytoplasm	1.58303540289	0.487388802942	1
SYFB_CHLAB	MF	0000049	tRNA binding	6.99392420874	0.68869633312	2
SYFB_CHLAB	MF	0000287	magnesium ion binding	5.51722706558	0.64575706108	6
SYFB_CHLAB	CC	1902494	catalytic complex	0.052335593725	0.33791736618	7
SYFB_CHLAB	MF	0005524	ATP binding	2.93332998716	0.553383560881	10
SYFB_CHLAB	CC	0016021	integral component of membrane	0.00649112701103	0.316398405465	10
AMPN_ECOLI	MF	0004177	aminopeptidase activity	7.95016680049	0.714106502954	1
AMPN_ECOLI	BP	0006508	proteolysis	4.35139552544	0.607587183484	1
AMPN_ECOLI	CC	0005886	plasma membrane	0.0146200540421	0.322256627927	1
AMPN_ECOLI	MF	0008237	metallopeptidase activity	5.74247690023	0.652649522469	3
AMPN_ECOLI	MF	0008270	zinc ion binding	4.51011567379	0.613061718044	6
AMPN_ECOLI	MF	0042802	identical protein binding	0.0453371615639	0.335616746121	15
KAD_HELPY	MF	0004017	adenylate kinase activity	10.8907118713	0.783875660912	1
KAD_HELPY	BP	0044209	AMP salvage	10.3245029145	0.771253220895	1
KAD_HELPY	CC	0005737	cytoplasm	1.59713171964	0.488200386731	1
KAD_HELPY	BP	0046940	nucleoside monophosphate phosphorylation	9.04577961141	0.741406461343	7
KAD_HELPY	MF	0005524	ATP binding	2.95945015387	0.554488322329	7
KAD_HELPY	BP	0016310	phosphorylation	3.50544492371	0.576555541684	38
SYS_BARQU	MF	0004828	serine-tRNA ligase activity	10.7561665442	0.780906561796	1
SYS_BARQU	BP	0006434	seryl-tRNA aminoacylation	10.5498735077	0.776317859245	1
SYS_BARQU	CC	0005737	cytoplasm	1.48548430035	0.481670406915	1
SYS_BARQU	BP	0016260	selenocysteine biosynthetic process	10.2554078716	0.76968943469	2
SYS_BARQU	BP	0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	9.79345353097	0.759096052504	4
SYS_BARQU	MF	0005524	ATP binding	2.85145480203	0.549888367688	7
COLA_VIBAL	MF	0004222	metalloendopeptidase activity	7.33520748236	0.697953700248	1
COLA_VIBAL	CC	0005576	extracellular region	6.04875799492	0.661808116342	1
COLA_VIBAL	BP	0006508	proteolysis	4.21890288867	0.602940336571	1
COLA_VIBAL	MF	0008270	zinc ion binding	4.97808722381	0.628664831522	4
COLA_VIBAL	BP	0030574	collagen catabolic process	0.247397841365	0.376921178233	9
PUR5_ECOLI	MF	0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	11.4511695971	0.796050655503	1
PUR5_ECOLI	BP	0006189	de novo IMP biosynthetic process	7.78471259583	0.709823940352	1
PUR5_ECOLI	CC	0005737	cytoplasm	1.53265936645	0.484458501132	1
PUR5_ECOLI	MF	0005524	ATP binding	2.67698608546	0.542268947296	5
ACRB_ECOLI	MF	0015562	efflux transmembrane transporter activity	8.48765956968	0.727719699558	1
ACRB_ECOLI	BP	0042908	xenobiotic transport	8.10348484163	0.718035330035	1
ACRB_ECOLI	CC	0005886	plasma membrane	2.77098180032	0.546403785935	1
ACRB_ECOLI	BP	0055085	transmembrane transport	2.78081059472	0.546832073466	2
ACRB_ECOLI	MF	0042910	xenobiotic transmembrane transporter activity	0.0475514230439	0.336362731311	4
ACRB_ECOLI	CC	0016021	integral component of membrane	0.787962566831	0.433590055144	5
ACRB_ECOLI	MF	0042802	identical protein binding	0.0470641037433	0.336200069552	5
ACRB_ECOLI	BP	0015893	drug transport	0.0451442422152	0.335550897303	7
ACRB_ECOLI	CC	1990351	transporter complex	0.0322172879154	0.330762201937	11
